allele1,allele2,similarity,overlap
B5701,A6901,0.907239819005,1326
B5701,C0401,0.866666666667,135
B5701,B1542,0.911111111111,90
B5701,C0602,0.725,120
B5701,B7301,0.9,50
B5701,B5801,0.860215053763,1581
B5701,B5802,0.4375,32
B5701,B0702,0.771024146545,1201
B5701,B3503,0.768518518519,108
B5701,B3501,0.77356557377,976
B5701,A0206,0.741727941176,1088
B5701,A0207,0.5,10
B5701,A0204,nan,0
B5701,A0205,0.0,1
B5701,A0202,0.743190661479,257
B5701,A0203,0.883582089552,1675
B5701,A0201,0.826827927433,1819
B5701,C0802,0.615384615385,13
B5701,B3901,0.858108108108,1332
B5701,B7,0.25,4
B5701,B8,nan,0
B5701,B4601,0.938493434692,1447
B5701,B2720,0.15,20
B5701,A6601,0.886363636364,44
B5701,C1402,0.22,50
B5701,B2710,nan,0
B5701,B5201,nan,0
B5701,A0101,0.884735202492,1284
B5701,E0101,1.0,1
B5701,A2402,0.804597701149,348
B5701,A2403,0.877883310719,737
B5701,B1401,0.714285714286,7
B5701,B1402,0.870967741935,93
B5701,A3301,0.858299595142,247
B5701,A3/11,nan,0
B5701,A6823,0.375,16
B5701,B4801,0.924731182796,744
B5701,C0702,0.21875,32
B5701,B4201,0.674157303371,89
B5701,B2704,nan,0
B5701,B4202,0.363636363636,11
B5701,B2702,1.0,4
B5701,B2703,0.966292134831,801
B5701,B2701,nan,0
B5701,A7401,0.5,2
B5701,B8301,0.738095238095,84
B5701,A1102,nan,0
B5701,A1101,0.834738617201,1186
B5701,B0803,0.941314553991,426
B5701,B0802,0.941422594142,717
B5701,B0801,0.799648506151,1138
B5701,B5703,0.58064516129,31
B5701,B5702,0.666666666667,18
B5701,B5701,1.0,2404
B5701,A2902,0.830800405268,987
B5701,C0303,0.357142857143,28
B5701,A0250,0.860465116279,43
B5701,A3207,0.416666666667,12
B5701,A2501,0.909411764706,850
B5701,B1501,0.835435056747,1586
B5701,A3201,0.865546218487,119
B5701,B1502,0.245901639344,61
B5701,B1509,0.921221864952,622
B5701,E0103,0.666666666667,3
B5701,B2706,nan,0
B5701,B1503,0.742424242424,132
B5701,B8101,0.333333333333,9
B5701,A3101,0.844642857143,1120
B5701,B2705,0.839805825243,1030
B5701,B60,nan,0
B5701,A24,nan,0
B5701,A26,nan,0
B5701,B3701,0.5,10
B5701,B1517,0.867593269934,1367
B5701,A3215,0.583333333333,12
B5701,B4506,0.898876404494,89
B5701,B4501,0.849802371542,253
B5701,B1801,0.896805896806,1628
B5701,B5101,0.937395659432,1198
B5701,B5401,0.850622406639,241
B5701,A0302,nan,0
B5701,A0301,0.858676207513,1677
B5701,A11,0.0,4
B5701,A1,nan,0
B5701,B4002,0.796610169492,236
B5701,A3,nan,0
B5701,A2,0.0,1
B5701,A6802,0.904800650936,1229
B5701,A6801,0.820408163265,245
B5701,A3001,0.781531531532,888
B5701,A3002,0.856687898089,314
B5701,Cw1,nan,0
B5701,C0501,0.529411764706,34
B5701,C1203,0.277777777778,36
B5701,Cw4,nan,0
B5701,A0319,0.555555555556,9
B5701,B5301,0.847133757962,314
B5701,A2601,0.874444444444,1800
B5701,A2602,0.81007751938,516
B5701,A2603,0.896995708155,466
B5701,A8001,0.917008196721,976
B5701,B4403,0.854838709677,248
B5701,B4402,0.903945111492,583
B5701,B3801,0.902027027027,296
B5701,B4013,0.285714285714,7
A2902,C1502,0.333333333333,18
A2902,A2301,0.744460856721,1354
A2902,A0217,nan,0
A2902,A0216,0.902953586498,474
A2902,A0211,0.816367265469,501
A2902,A0210,0.333333333333,15
A2902,A0212,0.793286219081,566
A2902,B51,nan,0
A2902,A0219,0.854838709677,620
A2902,B4001,0.769376181474,529
A2902,A6901,0.830564784053,602
A2902,C0401,0.671875,64
A2902,B1542,0.589743589744,39
A2902,C0602,0.774193548387,93
A2902,B7301,nan,0
A2902,B5801,0.774789915966,595
A2902,B5802,0.72,25
A2902,B0702,0.714535901926,571
A2902,B3503,0.81512605042,119
A2902,B3501,0.864197530864,405
A2902,A0206,0.741273100616,487
A2902,A0207,0.5,8
A2902,A0204,nan,0
A2902,A0205,0.0,1
A2902,A0202,0.749235474006,327
A2902,A0203,0.831818181818,880
A2902,A0201,0.771317829457,1032
A2902,C0802,0.25,8
A2902,B3901,0.795414462081,567
A2902,B7,0.333333333333,3
A2902,B8,nan,0
A2902,B4601,0.868965517241,725
A2902,B2720,0.4,5
A2902,A6601,0.814814814815,54
A2902,C1402,0.571428571429,21
A2902,B2710,nan,0
A2902,B5201,nan,0
A2902,A0101,0.756949960286,1259
A2902,E0101,nan,0
A2902,A2402,0.722986247544,1018
A2902,A2403,0.840384615385,520
A2902,B1401,0.428571428571,7
A2902,B1402,0.785714285714,112
A2902,A3301,0.858585858586,297
A2902,A3/11,nan,0
A2902,A6823,0.769230769231,13
A2902,B4801,0.8,135
A2902,C0702,0.538461538462,13
A2902,B4201,0.696078431373,102
A2902,B2704,nan,0
A2902,B4202,0.363636363636,11
A2902,B2702,nan,0
A2902,B2703,0.897388059701,536
A2902,B2701,nan,0
A2902,A7401,0.5,2
A2902,B8301,0.542857142857,35
A2902,A1102,nan,0
A2902,A1101,0.829824561404,570
A2902,B0803,0.642857142857,14
A2902,B0802,0.604651162791,86
A2902,B0801,0.68152866242,471
A2902,B5703,0.285714285714,14
A2902,B5702,0.166666666667,6
A2902,B5701,0.830800405268,987
A2902,A2902,1.0,1982
A2902,C0303,0.111111111111,9
A2902,A0250,0.431818181818,44
A2902,A3207,0.666666666667,6
A2902,A2501,0.85737439222,617
A2902,B1501,0.875335120643,746
A2902,A3201,0.797752808989,178
A2902,B1502,0.5,4
A2902,B1509,0.584415584416,77
A2902,E0103,1.0,1
A2902,B2706,nan,0
A2902,B1503,0.761061946903,113
A2902,B8101,0.333333333333,9
A2902,A3101,0.784735812133,511
A2902,B2705,0.779661016949,413
A2902,B60,nan,0
A2902,A24,nan,0
A2902,A26,nan,0
A2902,B3701,0.55,20
A2902,B1517,0.914473684211,456
A2902,A3215,0.777777777778,9
A2902,B4506,0.615384615385,39
A2902,B4501,0.898496240602,266
A2902,B1801,0.876666666667,900
A2902,B5101,0.845102505695,878
A2902,B5401,0.871794871795,273
A2902,A0302,nan,0
A2902,A0301,0.860671936759,1012
A2902,A11,0.25,4
A2902,A1,nan,0
A2902,B4002,0.835205992509,267
A2902,A3,nan,0
A2902,A2,0.333333333333,3
A2902,A6802,0.838356164384,730
A2902,A6801,0.835483870968,310
A2902,A3001,0.705882352941,323
A2902,A3002,0.791029561672,981
A2902,Cw1,nan,0
A2902,C0501,0.466666666667,15
A2902,C1203,0.388888888889,18
A2902,Cw4,nan,0
A2902,A0319,0.0,3
A2902,B5301,0.827692307692,325
A2902,A2601,0.803159973667,1519
A2902,A2602,0.64,50
A2902,A2603,0.75,16
A2902,A8001,0.904225352113,710
A2902,B4403,0.862676056338,284
A2902,B4402,0.850931677019,483
A2902,B3801,0.550724637681,69
A2902,B4013,1.0,3
C0303,C1502,0.647058823529,17
C0303,A2301,0.444444444444,9
C0303,A0217,nan,0
C0303,A0216,0.461538461538,13
C0303,A0211,0.51724137931,29
C0303,A0210,nan,0
C0303,A0212,0.296296296296,27
C0303,B51,nan,0
C0303,A0219,0.344827586207,29
C0303,B4001,0.4,20
C0303,A6901,0.378378378378,37
C0303,C0401,0.275862068966,29
C0303,B1542,0.173913043478,23
C0303,C0602,0.571428571429,14
C0303,B7301,nan,0
C0303,B5801,0.620689655172,29
C0303,B5802,nan,0
C0303,B0702,0.619047619048,42
C0303,B3503,nan,0
C0303,B3501,0.434782608696,23
C0303,A0206,0.441176470588,34
C0303,A0207,nan,0
C0303,A0204,nan,0
C0303,A0205,nan,0
C0303,A0202,0.4,10
C0303,A0203,0.409090909091,44
C0303,A0201,0.391891891892,74
C0303,C0802,0.611111111111,18
C0303,B3901,0.571428571429,14
C0303,B7,nan,0
C0303,B8,nan,0
C0303,B4601,0.607142857143,28
C0303,B2720,0.833333333333,12
C0303,A6601,1.0,1
C0303,C1402,0.739130434783,23
C0303,B2710,nan,0
C0303,B5201,nan,0
C0303,A0101,0.269230769231,26
C0303,E0101,nan,0
C0303,A2402,0.5,6
C0303,A2403,0.4,10
C0303,B1401,nan,0
C0303,B1402,1.0,1
C0303,A3301,0.4,5
C0303,A3/11,nan,0
C0303,A6823,0.875,8
C0303,B4801,0.6,15
C0303,C0702,0.461538461538,13
C0303,B4201,nan,0
C0303,B2704,nan,0
C0303,B4202,nan,0
C0303,B2702,nan,0
C0303,B2703,0.0833333333333,12
C0303,B2701,nan,0
C0303,A7401,nan,0
C0303,B8301,0.222222222222,18
C0303,A1102,nan,0
C0303,A1101,0.363636363636,22
C0303,B0803,0.2,5
C0303,B0802,0.333333333333,12
C0303,B0801,0.409090909091,22
C0303,B5703,nan,0
C0303,B5702,nan,0
C0303,B5701,0.357142857143,28
C0303,A2902,0.111111111111,9
C0303,C0303,1.0,154
C0303,A0250,0.333333333333,3
C0303,A3207,0.571428571429,7
C0303,A2501,0.2,10
C0303,B1501,0.677419354839,31
C0303,A3201,nan,0
C0303,B1502,0.714285714286,7
C0303,B1509,0.333333333333,12
C0303,E0103,0.0,1
C0303,B2706,nan,0
C0303,B1503,nan,0
C0303,B8101,nan,0
C0303,A3101,0.318181818182,22
C0303,B2705,0.32,25
C0303,B60,nan,0
C0303,A24,nan,0
C0303,A26,nan,0
C0303,B3701,nan,0
C0303,B1517,0.611111111111,18
C0303,A3215,0.75,8
C0303,B4506,0.173913043478,23
C0303,B4501,0.0,1
C0303,B1801,0.190476190476,21
C0303,B5101,0.291666666667,24
C0303,B5401,0.5,2
C0303,A0302,nan,0
C0303,A0301,0.257142857143,35
C0303,A11,nan,0
C0303,A1,nan,0
C0303,B4002,0.0,1
C0303,A3,nan,0
C0303,A2,nan,0
C0303,A6802,0.368421052632,19
C0303,A6801,0.4,5
C0303,A3001,0.380952380952,21
C0303,A3002,0.666666666667,3
C0303,Cw1,nan,0
C0303,C0501,0.241379310345,29
C0303,C1203,0.769230769231,39
C0303,Cw4,nan,0
C0303,A0319,0.5,2
C0303,B5301,0.666666666667,3
C0303,A2601,0.392857142857,28
C0303,A2602,0.8,5
C0303,A2603,0.714285714286,7
C0303,A8001,0.266666666667,15
C0303,B4403,0.0,1
C0303,B4402,0.454545454545,11
C0303,B3801,0.333333333333,6
C0303,B4013,0.4,5
A0250,C1502,1.0,2
A0250,A2301,0.969696969697,33
A0250,A0217,nan,0
A0250,A0216,1.0,46
A0250,A0211,0.990654205607,107
A0250,A0210,1.0,13
A0250,A0212,0.938775510204,98
A0250,B51,nan,0
A0250,A0219,0.920454545455,88
A0250,B4001,0.439252336449,107
A0250,A6901,0.567567567568,111
A0250,C0401,0.4,5
A0250,B1542,0.666666666667,3
A0250,C0602,0.333333333333,3
A0250,B7301,nan,0
A0250,B5801,0.371428571429,105
A0250,B5802,nan,0
A0250,B0702,0.415094339623,106
A0250,B3503,nan,0
A0250,B3501,0.1,60
A0250,A0206,0.917525773196,97
A0250,A0207,nan,0
A0250,A0204,nan,0
A0250,A0205,nan,0
A0250,A0202,1.0,8
A0250,A0203,0.967032967033,91
A0250,A0201,0.787878787879,132
A0250,C0802,0.333333333333,3
A0250,B3901,1.0,28
A0250,B7,nan,0
A0250,B8,nan,0
A0250,B4601,0.69696969697,33
A0250,B2720,nan,0
A0250,A6601,nan,0
A0250,C1402,0.5,2
A0250,B2710,nan,0
A0250,B5201,nan,0
A0250,A0101,0.313131313131,99
A0250,E0101,0.0,1
A0250,A2402,0.105263157895,19
A0250,A2403,0.5625,64
A0250,B1401,nan,0
A0250,B1402,nan,0
A0250,A3301,0.4,10
A0250,A3/11,nan,0
A0250,A6823,0.0,2
A0250,B4801,1.0,30
A0250,C0702,0.0,2
A0250,B4201,nan,0
A0250,B2704,nan,0
A0250,B4202,nan,0
A0250,B2702,nan,0
A0250,B2703,nan,0
A0250,B2701,nan,0
A0250,A7401,nan,0
A0250,B8301,0.333333333333,3
A0250,A1102,nan,0
A0250,A1101,0.326315789474,95
A0250,B0803,0.75,4
A0250,B0802,0.591836734694,49
A0250,B0801,0.373626373626,91
A0250,B5703,nan,0
A0250,B5702,nan,0
A0250,B5701,0.860465116279,43
A0250,A2902,0.431818181818,44
A0250,C0303,0.333333333333,3
A0250,A0250,1.0,135
A0250,A3207,nan,0
A0250,A2501,0.222222222222,45
A0250,B1501,0.373737373737,99
A0250,A3201,nan,0
A0250,B1502,nan,0
A0250,B1509,0.875,32
A0250,E0103,nan,0
A0250,B2706,nan,0
A0250,B1503,nan,0
A0250,B8101,nan,0
A0250,A3101,0.43023255814,86
A0250,B2705,0.425742574257,101
A0250,B60,nan,0
A0250,A24,nan,0
A0250,A26,nan,0
A0250,B3701,nan,0
A0250,B1517,0.5,32
A0250,A3215,0.0,1
A0250,B4506,0.666666666667,3
A0250,B4501,1.0,1
A0250,B1801,0.564102564103,39
A0250,B5101,0.957446808511,47
A0250,B5401,1.0,1
A0250,A0302,nan,0
A0250,A0301,0.37,100
A0250,A11,nan,0
A0250,A1,nan,0
A0250,B4002,1.0,1
A0250,A3,nan,0
A0250,A2,nan,0
A0250,A6802,0.454545454545,11
A0250,A6801,0.2,10
A0250,A3001,0.432989690722,97
A0250,A3002,1.0,1
A0250,Cw1,nan,0
A0250,C0501,1.0,3
A0250,C1203,1.0,5
A0250,Cw4,nan,0
A0250,A0319,1.0,1
A0250,B5301,1.0,1
A0250,A2601,0.0777777777778,90
A0250,A2602,0.0344827586207,29
A0250,A2603,0.0,13
A0250,A8001,0.739130434783,46
A0250,B4403,1.0,1
A0250,B4402,0.460526315789,76
A0250,B3801,1.0,26
A0250,B4013,nan,0
A3207,C1502,0.0952380952381,21
A3207,A2301,0.0,1
A3207,A0217,nan,0
A3207,A0216,0.333333333333,6
A3207,A0211,0.714285714286,7
A3207,A0210,0.0,1
A3207,A0212,0.4,10
A3207,B51,nan,0
A3207,A0219,0.4,10
A3207,B4001,0.125,8
A3207,A6901,0.416666666667,12
A3207,C0401,0.114942528736,87
A3207,B1542,0.126436781609,87
A3207,C0602,0.236842105263,38
A3207,B7301,0.666666666667,3
A3207,B5801,0.625,16
A3207,B5802,nan,0
A3207,B0702,0.470588235294,17
A3207,B3503,nan,0
A3207,B3501,0.333333333333,12
A3207,A0206,0.857142857143,14
A3207,A0207,nan,0
A3207,A0204,nan,0
A3207,A0205,nan,0
A3207,A0202,nan,0
A3207,A0203,0.5,16
A3207,A0201,0.409090909091,22
A3207,C0802,0.0,4
A3207,B3901,0.4,10
A3207,B7,nan,0
A3207,B8,nan,0
A3207,B4601,0.461538461538,13
A3207,B2720,0.861111111111,36
A3207,A6601,nan,0
A3207,C1402,0.676470588235,34
A3207,B2710,nan,0
A3207,B5201,nan,0
A3207,A0101,0.166666666667,12
A3207,E0101,nan,0
A3207,A2402,0.75,4
A3207,A2403,0.8,5
A3207,B1401,nan,0
A3207,B1402,nan,0
A3207,A3301,nan,0
A3207,A3/11,nan,0
A3207,A6823,0.846153846154,26
A3207,B4801,0.7,10
A3207,C0702,0.214285714286,14
A3207,B4201,nan,0
A3207,B2704,nan,0
A3207,B4202,nan,0
A3207,B2702,nan,0
A3207,B2703,0.166666666667,6
A3207,B2701,nan,0
A3207,A7401,nan,0
A3207,B8301,0.166666666667,78
A3207,A1102,nan,0
A3207,A1101,0.454545454545,11
A3207,B0803,0.428571428571,7
A3207,B0802,0.222222222222,9
A3207,B0801,0.5,12
A3207,B5703,nan,0
A3207,B5702,nan,0
A3207,B5701,0.416666666667,12
A3207,A2902,0.666666666667,6
A3207,C0303,0.571428571429,7
A3207,A0250,nan,0
A3207,A3207,1.0,87
A3207,A2501,0.4,5
A3207,B1501,0.75,16
A3207,A3201,0.5,2
A3207,B1502,1.0,3
A3207,B1509,0.222222222222,9
A3207,E0103,nan,0
A3207,B2706,nan,0
A3207,B1503,nan,0
A3207,B8101,nan,0
A3207,A3101,0.692307692308,13
A3207,B2705,0.2,10
A3207,B60,nan,0
A3207,A24,nan,0
A3207,A26,nan,0
A3207,B3701,nan,0
A3207,B1517,0.6,10
A3207,A3215,0.738095238095,42
A3207,B4506,0.127906976744,86
A3207,B4501,nan,0
A3207,B1801,0.3,10
A3207,B5101,0.2,10
A3207,B5401,nan,0
A3207,A0302,nan,0
A3207,A0301,0.466666666667,15
A3207,A11,nan,0
A3207,A1,nan,0
A3207,B4002,nan,0
A3207,A3,nan,0
A3207,A2,nan,0
A3207,A6802,0.454545454545,11
A3207,A6801,nan,0
A3207,A3001,0.636363636364,11
A3207,A3002,nan,0
A3207,Cw1,nan,0
A3207,C0501,0.4,10
A3207,C1203,0.571428571429,7
A3207,Cw4,nan,0
A3207,A0319,0.625,16
A3207,B5301,nan,0
A3207,A2601,0.3125,16
A3207,A2602,0.444444444444,9
A3207,A2603,0.142857142857,7
A3207,A8001,0.666666666667,6
A3207,B4403,nan,0
A3207,B4402,0.0,1
A3207,B3801,0.0,1
A3207,B4013,0.945945945946,37
A2501,C1502,0.647058823529,17
A2501,A2301,0.905660377358,424
A2501,A0217,nan,0
A2501,A0216,0.966131907308,561
A2501,A0211,0.852292020374,589
A2501,A0210,0.117647058824,17
A2501,A0212,0.872586872587,777
A2501,B51,nan,0
A2501,A0219,0.914586070959,761
A2501,B4001,0.540404040404,198
A2501,A6901,0.933753943218,634
A2501,C0401,0.863636363636,66
A2501,B1542,0.805555555556,36
A2501,C0602,0.5625,16
A2501,B7301,nan,0
A2501,B5801,0.675257731959,194
A2501,B5802,nan,0
A2501,B0702,0.572016460905,243
A2501,B3503,nan,0
A2501,B3501,0.623529411765,85
A2501,A0206,0.461538461538,117
A2501,A0207,nan,0
A2501,A0204,nan,0
A2501,A0205,nan,0
A2501,A0202,0.454545454545,11
A2501,A0203,0.93063583815,692
A2501,A0201,0.780905752754,817
A2501,C0802,0.285714285714,7
A2501,B3901,0.92828685259,753
A2501,B7,nan,0
A2501,B8,nan,0
A2501,B4601,0.963414634146,820
A2501,B2720,0.0,4
A2501,A6601,0.951219512195,41
A2501,C1402,0.35,20
A2501,B2710,nan,0
A2501,B5201,nan,0
A2501,A0101,0.640692640693,231
A2501,E0101,nan,0
A2501,A2402,0.707317073171,41
A2501,A2403,0.915384615385,650
A2501,B1401,nan,0
A2501,B1402,1.0,49
A2501,A3301,0.375,8
A2501,A3/11,nan,0
A2501,A6823,0.7,10
A2501,B4801,0.506329113924,79
A2501,C0702,0.0833333333333,12
A2501,B4201,nan,0
A2501,B2704,nan,0
A2501,B4202,nan,0
A2501,B2702,nan,0
A2501,B2703,1.0,792
A2501,B2701,nan,0
A2501,A7401,nan,0
A2501,B8301,0.787878787879,33
A2501,A1102,nan,0
A2501,A1101,0.612244897959,196
A2501,B0803,0.25,4
A2501,B0802,0.211538461538,52
A2501,B0801,0.617834394904,157
A2501,B5703,nan,0
A2501,B5702,nan,0
A2501,B5701,0.909411764706,850
A2501,A2902,0.85737439222,617
A2501,C0303,0.2,10
A2501,A0250,0.222222222222,45
A2501,A3207,0.4,5
A2501,A2501,1.0,935
A2501,B1501,0.922413793103,696
A2501,A3201,nan,0
A2501,B1502,nan,0
A2501,B1509,0.211538461538,52
A2501,E0103,nan,0
A2501,B2706,nan,0
A2501,B1503,nan,0
A2501,B8101,nan,0
A2501,A3101,0.436241610738,149
A2501,B2705,0.602209944751,181
A2501,B60,nan,0
A2501,A24,nan,0
A2501,A26,nan,0
A2501,B3701,0.75,8
A2501,B1517,0.915077989601,577
A2501,A3215,0.555555555556,9
A2501,B4506,0.777777777778,36
A2501,B4501,0.666666666667,3
A2501,B1801,0.928660826033,799
A2501,B5101,0.907032181168,839
A2501,B5401,0.5,2
A2501,A0302,nan,0
A2501,A0301,0.889290012034,831
A2501,A11,nan,0
A2501,A1,nan,0
A2501,B4002,0.777777777778,9
A2501,A3,nan,0
A2501,A2,nan,0
A2501,A6802,0.949275362319,552
A2501,A6801,0.625,8
A2501,A3001,0.504,125
A2501,A3002,0.926829268293,41
A2501,Cw1,nan,0
A2501,C0501,0.5,14
A2501,C1203,0.2,15
A2501,Cw4,nan,0
A2501,A0319,0.25,4
A2501,B5301,0.961538461538,52
A2501,A2601,0.986348122867,879
A2501,A2602,0.833333333333,48
A2501,A2603,0.666666666667,12
A2501,A8001,0.878973105134,818
A2501,B4403,0.9,10
A2501,B4402,0.645569620253,158
A2501,B3801,0.177777777778,45
A2501,B4013,0.0,1
B1501,C1502,0.408163265306,49
B1501,A2301,0.824390243902,615
B1501,A0217,0.7,10
B1501,A0216,0.886725663717,565
B1501,A0211,0.759036144578,664
B1501,A0210,0.375,16
B1501,A0212,0.81446111869,733
B1501,B51,nan,0
B1501,A0219,0.871559633028,763
B1501,B4001,0.797884187082,1796
B1501,A6901,0.779861796644,2026
B1501,C0401,0.698630136986,146
B1501,B1542,0.65306122449,98
B1501,C0602,0.528571428571,140
B1501,B7301,0.841463414634,82
B1501,B5801,0.785019455253,2056
B1501,B5802,0.692307692308,13
B1501,B0702,0.697592997812,2285
B1501,B3503,0.677419354839,124
B1501,B3501,0.747820254863,1491
B1501,A0206,0.680306905371,1173
B1501,A0207,1.0,2
B1501,A0204,nan,0
B1501,A0205,0.5,2
B1501,A0202,0.640804597701,348
B1501,A0203,0.797575757576,1650
B1501,A0201,0.764684684685,2775
B1501,C0802,0.2,20
B1501,B3901,0.767088607595,1185
B1501,B7,0.125,8
B1501,B8,nan,0
B1501,B4601,0.851878100638,1411
B1501,B2720,0.428571428571,21
B1501,A6601,0.894736842105,38
B1501,C1402,0.534246575342,73
B1501,B2710,1.0,1
B1501,B5201,1.0,6
B1501,A0101,0.774918109499,2137
B1501,E0101,nan,0
B1501,A2402,0.716083916084,715
B1501,A2403,0.823529411765,867
B1501,B1401,0.5,8
B1501,B1402,0.708737864078,103
B1501,A3301,0.740601503759,266
B1501,A3/11,nan,0
B1501,A6823,0.619047619048,21
B1501,B4801,0.775784753363,669
B1501,C0702,0.230769230769,39
B1501,B4201,0.598039215686,102
B1501,B2704,1.0,1
B1501,B4202,0.363636363636,11
B1501,B2702,1.0,5
B1501,B2703,0.958860759494,632
B1501,B2701,1.0,1
B1501,A7401,1.0,1
B1501,B8301,0.579545454545,88
B1501,A1102,nan,0
B1501,A1101,0.734592445328,2012
B1501,B0803,0.769230769231,377
B1501,B0802,0.768115942029,828
B1501,B0801,0.739358906989,1903
B1501,B5703,0.333333333333,12
B1501,B5702,0.428571428571,7
B1501,B5701,0.835435056747,1586
B1501,A2902,0.875335120643,746
B1501,C0303,0.677419354839,31
B1501,A0250,0.373737373737,99
B1501,A3207,0.75,16
B1501,A2501,0.922413793103,696
B1501,B1501,1.0,3797
B1501,A3201,0.680216802168,369
B1501,B1502,0.761467889908,109
B1501,B1509,0.716332378223,698
B1501,E0103,1.0,2
B1501,B2706,1.0,1
B1501,B1503,0.797250859107,291
B1501,B8101,0.333333333333,9
B1501,A3101,0.71921182266,1827
B1501,B2705,0.753481175864,1939
B1501,B60,nan,0
B1501,A24,nan,0
B1501,A26,nan,0
B1501,B3701,0.666666666667,9
B1501,B1517,0.844061650045,1103
B1501,A3215,0.6,15
B1501,B4506,0.659793814433,97
B1501,B4501,0.748427672956,159
B1501,B1801,0.874200426439,1407
B1501,B5101,0.822355289421,1002
B1501,B5401,0.655555555556,180
B1501,A0302,nan,0
B1501,A0301,0.78909382518,2494
B1501,A11,0.0,2
B1501,A1,nan,0
B1501,B4002,0.784722222222,144
B1501,A3,nan,0
B1501,A2,0.0,1
B1501,A6802,0.770421324162,1163
B1501,A6801,0.672932330827,266
B1501,A3001,0.683260734287,1607
B1501,A3002,0.754716981132,318
B1501,Cw1,nan,0
B1501,C0501,0.352941176471,51
B1501,C1203,0.652173913043,46
B1501,Cw4,nan,0
B1501,A0319,0.4,10
B1501,B5301,0.683035714286,224
B1501,A2601,0.833629103815,2254
B1501,A2602,0.762820512821,468
B1501,A2603,0.748218527316,421
B1501,A8001,0.907151819322,797
B1501,B4403,0.753164556962,158
B1501,B4402,0.818181818182,891
B1501,B3801,0.707317073171,287
B1501,B4013,0.555555555556,9
A3201,C1502,nan,0
A3201,A2301,0.886956521739,115
A3201,A0217,0.5,14
A3201,A0216,1.0,1
A3201,A0211,1.0,1
A3201,A0210,nan,0
A3201,A0212,1.0,1
A3201,B51,nan,0
A3201,A0219,1.0,1
A3201,B4001,0.860465116279,86
A3201,A6901,0.461538461538,13
A3201,C0401,0.75,4
A3201,B1542,0.75,4
A3201,C0602,0.860759493671,79
A3201,B7301,nan,0
A3201,B5801,0.870229007634,131
A3201,B5802,0.857142857143,7
A3201,B0702,0.728205128205,195
A3201,B3503,0.858974358974,78
A3201,B3501,0.728260869565,92
A3201,A0206,0.837837837838,111
A3201,A0207,0.0,1
A3201,A0204,nan,0
A3201,A0205,nan,0
A3201,A0202,0.8,100
A3201,A0203,0.724137931034,116
A3201,A0201,0.775147928994,169
A3201,C0802,1.0,1
A3201,B3901,0.2,5
A3201,B7,nan,0
A3201,B8,nan,0
A3201,B4601,0.4,10
A3201,B2720,nan,0
A3201,A6601,0.909090909091,11
A3201,C1402,1.0,1
A3201,B2710,nan,0
A3201,B5201,nan,0
A3201,A0101,0.731182795699,186
A3201,E0101,nan,0
A3201,A2402,0.827433628319,226
A3201,A2403,0.0,2
A3201,B1401,0.5,6
A3201,B1402,0.837837837838,37
A3201,A3301,0.891304347826,92
A3201,A3/11,nan,0
A3201,A6823,1.0,1
A3201,B4801,0.4,5
A3201,C0702,0.0,1
A3201,B4201,0.692307692308,78
A3201,B2704,nan,0
A3201,B4202,0.166666666667,6
A3201,B2702,nan,0
A3201,B2703,1.0,1
A3201,B2701,nan,0
A3201,A7401,1.0,1
A3201,B8301,0.5,4
A3201,A1102,nan,0
A3201,A1101,0.796116504854,103
A3201,B0803,0.0,4
A3201,B0802,0.0,5
A3201,B0801,0.599056603774,212
A3201,B5703,0.0,2
A3201,B5702,0.0,1
A3201,B5701,0.865546218487,119
A3201,A2902,0.797752808989,178
A3201,C0303,nan,0
A3201,A0250,nan,0
A3201,A3207,0.5,2
A3201,A2501,nan,0
A3201,B1501,0.680216802168,369
A3201,A3201,1.0,831
A3201,B1502,0.5,2
A3201,B1509,0.0,4
A3201,E0103,nan,0
A3201,B2706,nan,0
A3201,B1503,0.65296803653,219
A3201,B8101,0.4,5
A3201,A3101,0.757281553398,103
A3201,B2705,0.845238095238,84
A3201,B60,nan,0
A3201,A24,nan,0
A3201,A26,nan,0
A3201,B3701,0.833333333333,6
A3201,B1517,0.571428571429,7
A3201,A3215,1.0,1
A3201,B4506,0.75,4
A3201,B4501,0.923076923077,78
A3201,B1801,0.851851851852,81
A3201,B5101,0.89156626506,83
A3201,B5401,0.853658536585,82
A3201,A0302,nan,0
A3201,A0301,0.808080808081,99
A3201,A11,0.0,1
A3201,A1,nan,0
A3201,B4002,0.846153846154,78
A3201,A3,nan,0
A3201,A2,0.0,1
A3201,A6802,0.777777777778,117
A3201,A6801,0.797872340426,94
A3201,A3001,0.733564013841,289
A3201,A3002,0.736526946108,167
A3201,Cw1,nan,0
A3201,C0501,nan,0
A3201,C1203,0.5,2
A3201,Cw4,nan,0
A3201,A0319,nan,0
A3201,B5301,0.813953488372,86
A3201,A2601,0.890710382514,183
A3201,A2602,0.2,5
A3201,A2603,0.0,4
A3201,A8001,0.0,3
A3201,B4403,0.8875,80
A3201,B4402,0.890243902439,82
A3201,B3801,0.8,20
A3201,B4013,nan,0
B1502,C1502,0.230769230769,13
B1502,A2301,1.0,1
B1502,A0217,nan,0
B1502,A0216,1.0,1
B1502,A0211,0.75,4
B1502,A0210,nan,0
B1502,A0212,0.5,2
B1502,B51,nan,0
B1502,A0219,0.5,4
B1502,B4001,0.346153846154,26
